No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
0,23,0,0,1,0,0,0,0,1,0,0,1,0,1285,1,0.0,0,643.0,0.0,21122,0,0,0.0,0,,553.0,0.030442192974150174,1,Poor,551-560,Very Low (<10%),Target (<36%),3–5%,No debt,1001-1500,0
0,21,0,0,0,0,0,0,1,0,1,0,0,0,1802,3,2.0,0,464.8,0.3293082191649024,41484,0,1,13654.2,0,,567.0,0.01120431973773021,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,548,2,0.0,1,571.2,0.1006512850333256,33171,0,0,0.0,0,,,0.01721986072171475,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,22,0,0,0,0,0,0,1,0,0,0,0,0,2360,2,2.0,1,529.0,0.4571956348561619,51818,0,0,0.0,0,,578.0,0.010208807750202633,1,Poor,571-580,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2635,1,1.0,0,287.0,0.0542075703778098,31773,0,0,0.0,0,,654.0,0.009032826613791584,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,514,2,2.0,0,492.0,0.1873153249404978,27827,0,0,0.0,0,,,0.01768066985302045,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,23,0,0,1,0,0,1,1,1,0,0,0,0,2795,0,0.0,0,930.0,0.3578526689023495,52939,0,0,0.0,1,,599.0,0.017567388881542908,1,Fair,591-600,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,1
1,20,0,0,0,0,0,1,0,0,1,0,0,1,651,2,2.0,1,128.0,0.1208924969480175,19066,0,0,0.0,0,,,0.006713521451799014,1,,,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
0,22,0,0,0,0,0,0,1,0,0,0,1,0,280,1,1.0,0,334.0,0.2577233187101844,43169,1,1,5897.0,0,,530.0,0.00773703351942366,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),<500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,1070,3,2.0,0,867.0,0.3414881178634028,45007,0,0,0.0,0,,551.0,0.01926367009576288,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2952,0,1.0,0,705.0,0.3557122713167138,35759,0,1,20774.0,0,,595.0,0.019715316423837354,1,Fair,591-600,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),>2500,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,1419,3,1.0,0,885.0,0.6372095274566385,20261,1,1,16508.0,0,,510.0,0.04367997630916539,1,Poor,501-510,High (60-100%),Target (<36%),3–5%,Very High (>15K),1001-1500,0
0,22,0,0,0,0,0,0,1,0,0,0,1,0,1395,0,1.0,0,875.0,0.1012075821637943,41398,0,0,0.0,0,,530.0,0.021136286777138993,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,19,0,0,0,0,0,1,1,0,0,0,0,0,1248,1,2.0,0,460.8,0.6454815008389834,50996,1,0,0.0,0,,503.0,0.009036002823750883,1,Poor,501-510,High (60-100%),Target (<36%),<1%,No debt,1001-1500,0
0,20,0,0,0,0,0,0,1,0,1,0,0,0,947,3,2.0,0,47.2,0.6042463430754729,48740,0,0,0.0,0,,593.0,0.0009684037751333608,1,Fair,591-600,High (60-100%),Target (<36%),<1%,No debt,501-1000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1667,3,1.0,0,705.6,0.3598984485935238,36440,0,0,0.0,0,,,0.019363336992316137,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
0,22,0,0,1,0,0,1,0,1,0,1,0,1,1187,2,1.0,0,398.0,0.1929951999296308,44741,0,1,19620.0,1,,614.0,0.008895643816633513,1,Fair,611-620,Low (10-30%),Target (<36%),<1%,Very High (>15K),1001-1500,1
1,23,0,0,0,0,0,0,0,0,1,0,1,0,837,0,2.0,0,553.0,0.1240002268443102,22516,0,1,11310.0,0,,,0.024560312666548234,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),501-1000,0
1,18,0,0,1,0,0,0,1,1,0,1,0,0,2049,1,2.0,0,155.20000000000002,0.2925345982725549,41164,0,0,0.0,1,,,0.0037702847147993396,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,1
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2148,1,1.0,0,520.0,0.3952485116916938,37733,0,0,0.0,0,,,0.013781040468555376,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1539,1,1.0,0,87.2,0.2977192770122037,18650,0,1,12818.4,0,,,0.004675603217158177,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,23,0,0,0,0,0,0,0,0,1,0,0,1,1199,0,2.0,0,178.0,0.278555181977197,32263,0,0,0.0,0,,519.0,0.005517155875151102,1,Poor,511-520,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
0,18,0,0,0,0,0,1,0,0,0,0,0,0,1497,3,3.0,0,32.800000000000004,0.0,20048,1,0,0.0,0,,539.0,0.0016360734237829211,1,Poor,531-540,Very Low (<10%),Target (<36%),<1%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0.0,0,701.0,0.1,19733,0,0,0.0,0,,541.0,0.035524248720417574,1,Poor,541-550,Low (10-30%),Target (<36%),3–5%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,731,0,1.0,0,310.0,0.2919182363000062,26099,0,0,0.0,0,,571.0,0.011877849726043143,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,437,3,0.0,0,336.8,0.3562467127670772,28797,0,0,0.0,0,,657.0,0.011695662742646804,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,0
0,24,0,0,0,0,0,1,0,0,1,0,0,1,2370,1,0.0,0,920.0,0.4296830390494611,42357,0,0,0.0,0,,524.0,0.021720140708737633,1,Poor,521-530,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,2996,3,2.0,0,909.0,0.4859380001983799,31640,0,0,0.0,0,,591.0,0.02872945638432364,1,Fair,591-600,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,24,0,0,0,0,0,0,1,0,1,0,0,0,2019,2,0.0,0,602.0,0.4688131646408344,29954,0,0,0.0,0,,548.0,0.020097482806970688,1,Poor,541-550,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,939,2,1.0,1,701.6,0.1924467614318492,27504,0,1,16216.9,0,,559.0,0.025509016870273415,1,Poor,551-560,Low (10-30%),Target (<36%),1–3%,Very High (>15K),501-1000,0
1,19,0,0,0,0,0,1,1,0,1,0,0,0,1799,1,2.0,0,172.0,0.3370312108026359,23659,1,0,0.0,0,,,0.00726996069149161,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
0,23,0,0,0,0,0,0,1,0,0,0,0,1,1053,3,2.0,0,59.0,0.272477978522362,28721,0,0,0.0,0,,539.0,0.0020542460220744404,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
0,23,0,0,0,0,0,0,0,1,0,1,0,1,607,1,1.0,0,23.0,0.177727636077477,20382,0,0,0.0,1,,550.0,0.0011284466686291826,1,Poor,541-550,Low (10-30%),Target (<36%),<1%,No debt,501-1000,1
1,20,0,0,0,0,0,0,0,1,1,0,0,0,1033,2,2.0,0,239.2,0.4660081995707098,48707,0,0,0.0,1,,,0.004910998419118402,1,,,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,1
0,20,0,0,0,0,0,1,1,0,0,0,0,0,1859,1,2.0,0,455.2000000000001,0.1683732679228419,41260,0,0,0.0,0,,575.0,0.011032476975278723,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,609,3,2.0,0,484.8,0.3087759762655587,50332,0,0,0.0,0,,637.0,0.009632043232933324,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,1694,2,1.0,0,718.4000000000001,0.3708128167150863,48072,1,0,0.0,0,,,0.014944250291229824,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,23,0,0,0,0,0,1,1,0,1,0,1,0,2805,1,2.0,0,117.0,0.1,49611,0,0,0.0,0,,,0.002358347947027877,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,356,2,0.0,0,697.6,0.1625748268531918,21911,1,1,4132.8,0,,641.0,0.03183788964447082,1,Fair,641-650,Low (10-30%),Target (<36%),3–5%,Low (1K–5K),<500,0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,455,3,0.0,0,366.0,0.41677363318236,30470,0,1,21408.0,0,,651.0,0.012011814899901543,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),<500,0
0,23,0,0,0,0,0,1,0,0,0,0,1,0,2191,3,0.0,0,324.0,0.309871741260587,24725,0,0,0.0,0,,579.0,0.013104145601617797,1,Poor,571-580,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1544,3,0.0,0,16.0,0.2513505354067039,38449,0,1,14203.7,0,,,0.0004161356602252334,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,756,0,2.0,0,476.8,0.2144216609015271,42428,1,0,0.0,0,,602.0,0.011237861789384369,1,Fair,601-610,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
1,18,0,0,0,0,0,1,0,0,0,0,0,1,2833,2,1.0,0,370.4,0.4122859208599997,24768,0,0,0.0,0,,,0.014954780361757104,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2128,2,1.0,1,117.0,0.0,52487,0,0,0.0,0,,670.0,0.0022291234019852536,1,Good,661-670,Very Low (<10%),Target (<36%),<1%,No debt,2001-2500,0
0,24,0,0,1,0,0,0,0,1,0,1,0,1,1823,3,0.0,0,522.0,0.1931414191271115,29488,0,0,0.0,1,,579.0,0.017702116115029844,1,Poor,571-580,Low (10-30%),Target (<36%),1–3%,No debt,1501-2000,1
1,24,0,0,1,0,0,1,0,1,0,0,0,0,974,3,2.0,0,679.0,0.1661836586096725,30412,0,0,0.0,1,,,0.02232671313955018,1,,,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,1
0,24,0,0,0,0,0,1,0,0,0,0,0,0,2281,2,2.0,0,537.0,0.5131135817946636,46341,0,1,15113.0,0,,613.0,0.011588010616948275,1,Fair,611-620,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1791,1,1.0,0,729.0,0.0,19251,0,1,14686.0,0,,644.0,0.037868162692847124,1,Fair,641-650,Very Low (<10%),Target (<36%),3–5%,High (10K–15K),1501-2000,0
1,22,0,0,1,0,0,0,0,1,1,0,0,0,1376,1,1.0,0,158.0,0.5367897710213838,26483,0,1,21812.0,1,,,0.005966091454895593,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1001-1500,1
0,23,0,0,1,0,0,0,0,1,0,0,0,0,1954,1,0.0,0,119.0,0.325086038727484,45280,0,1,18255.0,1,,626.0,0.0026280918727915195,1,Fair,621-630,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1501-2000,1
0,19,0,0,0,0,0,0,0,0,0,0,0,0,246,3,2.0,1,1288.8000000000002,0.2765594654633383,44155,1,1,10154.9,0,,616.0,0.029188087419318314,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,High (10K–15K),<500,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,518,1,1.0,0,666.4000000000001,0.3556804207580154,38087,1,1,8653.4,0,,584.0,0.017496783679470686,1,Fair,581-590,Moderate (30-60%),Target (<36%),1–3%,Moderate (5K–10K),501-1000,0
0,20,0,0,1,0,0,0,0,1,0,0,0,0,1959,1,2.0,1,825.6,0.0430275476976047,42505,0,0,0.0,0,,588.0,0.019423597223856018,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,0
0,24,0,0,0,0,0,1,0,0,1,0,1,0,2056,3,2.0,0,608.0,0.6362866926931144,23915,0,1,11576.0,0,,611.0,0.025423374451181268,1,Fair,611-620,High (60-100%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
0,23,0,0,0,0,0,1,1,0,0,0,0,0,2177,3,3.0,1,1656.0,0.2540647285213712,43354,0,1,7698.0,0,,537.0,0.03819716750472851,1,Poor,531-540,Low (10-30%),Target (<36%),3–5%,Moderate (5K–10K),2001-2500,0
0,21,0,0,0,0,0,0,0,0,0,0,1,1,686,2,0.0,1,69.60000000000001,0.2206489696491445,42923,0,1,7646.099999999999,0,,611.0,0.0016215082822729075,1,Fair,611-620,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1502,2,2.0,1,1612.8000000000002,0.492795255604652,36084,0,1,10087.7,0,,,0.04469571000997673,1,,,Moderate (30-60%),Target (<36%),3–5%,High (10K–15K),1501-2000,0
0,23,0,0,1,0,0,0,0,1,1,1,1,1,642,1,2.0,0,922.0,0.0337816925992126,18026,1,1,4253.0,1,50.0,662.0,0.05114834128481083,1,Fair,661-670,Very Low (<10%),Target (<36%),5–7%,Low (1K–5K),501-1000,1
1,19,0,0,0,0,0,0,0,0,1,0,1,0,2010,3,0.0,0,44.8,0.0,35718,0,1,11636.1,0,,,0.0012542695559661795,1,,,Very Low (<10%),Target (<36%),<1%,High (10K–15K),2001-2500,0
0,19,0,0,0,0,0,0,0,0,0,0,0,1,2357,3,2.0,0,380.0,0.143722222717357,24486,0,0,0.0,0,,597.0,0.015519072122845708,1,Fair,591-600,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,19,0,0,0,0,0,1,0,1,0,1,0,0,713,0,1.0,0,479.2000000000001,0.1481438982445332,52796,1,1,3338.3,1,,,0.009076445185241307,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),501-1000,1
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1933,0,1.0,0,676.0,0.1541854841242277,42587,0,1,14262.0,0,,671.0,0.01587338859276305,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1501-2000,0
0,24,0,0,0,0,0,0,0,0,0,1,1,1,1006,3,1.0,0,212.0,0.4031540631322826,36003,0,1,8005.0,1,,573.0,0.0058883981890398025,1,Poor,571-580,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),1001-1500,1
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2642,2,0.0,0,364.8,0.3857830599437852,53539,0,1,8438.5,0,,,0.006813724574609163,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),>2500,0
0,20,0,0,0,0,0,0,1,0,0,0,0,0,963,2,2.0,0,241.6,0.1826487547353812,30521,0,0,0.0,0,,634.0,0.00791586121031421,1,Fair,631-640,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
0,24,0,0,1,0,0,0,0,1,0,0,0,1,2238,1,2.0,1,676.0,0.5853365960759672,29974,0,0,0.0,0,,597.0,0.022552879161940348,1,Fair,591-600,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2800,2,0.0,0,404.8,0.1061901261568059,52759,0,1,12947.2,0,,,0.007672624575901742,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),>2500,0
0,21,0,0,0,0,0,0,1,0,0,0,1,0,1433,3,2.0,0,778.4000000000001,0.0,28545,0,1,13161.4,0,,649.0,0.027269224032229814,1,Fair,641-650,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,18,0,0,0,0,0,1,0,0,0,0,1,1,560,3,2.0,0,272.8,0.1636317424182776,34457,0,1,2888.2,0,,661.0,0.007917114084220913,1,Fair,661-670,Low (10-30%),Target (<36%),<1%,Low (1K–5K),501-1000,0
0,23,0,0,0,0,0,0,0,1,0,1,1,0,2996,1,0.0,0,389.0,0.4368910291694061,40084,0,1,16793.0,0,,521.0,0.009704620297375512,1,Poor,521-530,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1375,3,0.0,0,677.6,0.0936675902852101,38398,0,0,0.0,0,,,0.01764675243502266,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,1001-1500,0
1,25,0,0,0,0,0,0,0,0,1,0,0,0,818,2,0.0,0,540.0,0.4571443522704255,46403,0,0,0.0,0,,,0.011637178630691981,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,24,0,0,1,0,0,0,0,1,0,1,0,0,1172,2,0.0,0,280.0,0.1142317309675365,52712,0,0,0.0,1,,659.0,0.005311883442100471,1,Fair,651-660,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,1
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1806,2,2.0,0,330.0,0.4386995997861526,35036,0,1,12321.0,0,,561.0,0.009418883434181985,1,Poor,561-570,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),1501-2000,0
1,19,0,0,1,0,0,1,0,1,1,1,0,0,646,2,2.0,0,2.4000000000000004,0.0,27390,0,1,8329.3,0,,,8.762322015334065e-05,1,,,Very Low (<10%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,20,0,0,0,0,0,0,1,0,0,0,1,0,2479,0,0.0,0,307.20000000000005,0.2041193484002925,21950,0,0,0.0,0,,645.0,0.013995444191343966,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2675,1,1.0,0,432.0,0.1803188907556352,42416,1,1,8866.199999999999,0,,530.0,0.01018483591097699,1,Poor,521-530,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1481,2,0.0,0,931.0,0.2417789559397369,50837,0,1,7634.0,0,,,0.018313433129413616,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2137,1,0.0,0,724.0,0.2551063298005311,33987,1,1,15668.0,0,,643.0,0.021302262629829052,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2484,2,0.0,1,386.4,0.4297471196992614,22578,1,1,15381.1,0,,530.0,0.017114004783417486,1,Poor,521-530,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2399,2,2.0,0,535.2,0.395202562761994,32089,0,0,0.0,0,,,0.016678612608682104,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,25,0,0,0,0,0,0,0,0,1,0,0,0,948,0,2.0,0,174.0,0.6660896875541142,20883,0,1,2674.0,0,,561.0,0.008332136187329406,1,Poor,561-570,High (60-100%),Target (<36%),<1%,Low (1K–5K),501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,731,1,1.0,0,624.8000000000001,0.3118066629631855,19150,1,0,0.0,0,,593.0,0.032626631853785906,1,Fair,591-600,Moderate (30-60%),Target (<36%),3–5%,No debt,501-1000,0
1,19,0,0,0,0,0,0,1,0,0,0,1,0,156,2,2.0,0,296.0,0.2441286905689353,41163,1,1,11766.3,0,,,0.007190923887957632,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),<500,0
0,18,0,0,0,0,0,0,1,0,1,0,1,0,959,2,2.0,0,309.6,0.0384876607771667,47512,0,1,15168.3,0,,563.0,0.006516248526687995,1,Poor,561-570,Very Low (<10%),Target (<36%),<1%,Very High (>15K),501-1000,0
0,21,0,0,0,0,0,0,0,0,0,0,0,1,2014,1,1.0,1,118.4,0.2202866188232751,20709,0,1,11038.3,0,,622.0,0.00571732097155826,1,Fair,621-630,Low (10-30%),Target (<36%),<1%,High (10K–15K),2001-2500,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0.0,1,485.6,0.3568470543983006,30312,0,0,0.0,0,,,0.016020058062813407,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,25,0,0,1,0,0,0,0,1,0,1,1,1,1891,2,1.0,0,550.0,0.0,38653,0,1,4437.0,0,,628.0,0.014229167205650274,1,Fair,621-630,Very Low (<10%),Target (<36%),1–3%,Low (1K–5K),1501-2000,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,325,3,0.0,0,566.0,0.0,41054,0,1,5251.0,0,,584.0,0.013786719929848493,1,Fair,581-590,Very Low (<10%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
1,19,0,0,0,0,0,1,0,0,0,0,1,0,1782,3,2.0,1,299.2,0.2499219468846501,29991,0,0,0.0,0,,,0.009976326231202693,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,2648,1,0.0,0,335.0,0.0451100947907132,34921,0,0,0.0,0,,546.0,0.009593081526874946,1,Poor,541-550,Very Low (<10%),Target (<36%),<1%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,1,1,1,0,1,1121,0,2.0,1,404.0,0.2110383104753982,48462,0,0,0.0,1,,577.0,0.008336428541950394,1,Poor,571-580,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,1
1,22,0,0,0,0,0,0,0,0,0,0,1,1,2665,0,1.0,0,912.0,0.098392977219867,37365,0,0,0.0,0,,,0.024407868325973504,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1241,2,1.0,0,527.0,0.2251129310889041,44350,0,0,0.0,0,,614.0,0.011882750845546786,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
0,20,0,0,0,0,0,1,1,0,0,0,0,0,367,1,2.0,0,123.2,0.142197820605433,23773,0,0,0.0,0,,637.0,0.005182349724477348,1,Fair,631-640,Low (10-30%),Target (<36%),<1%,No debt,<500,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1034,1,0.0,1,94.4,0.213337845776976,50768,1,0,0.0,0,,587.0,0.0018594390167034353,1,Fair,581-590,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,25,0,0,0,0,0,1,0,0,1,0,1,0,1762,2,0.0,1,334.0,0.0,20588,0,1,22069.0,0,,,0.016223042549057702,1,,,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,833,0,2.0,1,1212.8,0.0769991599475774,51258,1,0,0.0,0,,519.0,0.023660696866830543,1,Poor,511-520,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
1,24,0,0,0,0,0,1,0,0,1,0,0,0,2127,2,1.0,0,282.0,0.2311242584090154,32282,0,1,9793.0,0,,,0.008735518245461867,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2103,3,3.0,1,1351.2,0.1115793844379858,37774,0,0,0.0,0,,,0.035770635887118124,1,,,Low (10-30%),Target (<36%),3–5%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,764,1,0.0,0,499.0,0.5189306049965301,29942,0,1,12346.0,0,,680.0,0.016665553403246276,1,Good,671-680,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),501-1000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,2283,0,1.0,0,790.0,0.1217276176660169,21718,0,1,16483.0,0,,655.0,0.036375356846855146,1,Fair,651-660,Low (10-30%),Target (<36%),3–5%,Very High (>15K),2001-2500,0
1,24,0,0,1,0,0,1,0,1,0,0,0,0,1504,2,1.0,0,188.0,0.1597509323092314,49915,0,0,0.0,1,,,0.003766402884904337,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,1
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2508,2,1.0,1,378.4,0.2012957027872873,35138,0,0,0.0,0,,,0.01076896806875747,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,0
0,23,0,0,0,0,0,1,0,0,1,0,1,0,298,2,1.0,1,622.0,0.2772140686165865,49129,0,1,6308.0,0,,539.0,0.012660546723930875,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),<500,0
0,25,0,0,0,0,0,0,0,1,1,0,0,0,1603,3,2.0,0,664.0,0.3913528492663086,49869,0,0,0.0,0,,593.0,0.013314884998696585,1,Fair,591-600,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1198,0,0.0,1,207.0,0.2556324670499396,37729,0,0,0.0,0,,562.0,0.005486495798987516,1,Poor,561-570,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
0,21,0,0,1,0,0,0,0,1,0,1,1,0,1001,0,2.0,0,605.6,0.341155770060045,25296,0,0,0.0,0,,556.0,0.023940543959519292,1,Poor,551-560,Moderate (30-60%),Target (<36%),1–3%,No debt,1001-1500,0
0,25,0,0,1,0,0,1,0,1,1,0,0,1,2424,1,2.0,0,99.0,0.2643811836958736,39996,0,0,0.0,0,,582.0,0.0024752475247524753,1,Fair,581-590,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,21,0,0,1,0,0,0,0,1,0,1,0,1,436,2,0.0,0,51.2,0.3305758552354823,39662,0,1,8992.199999999999,1,,,0.001290908174070899,1,,,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),<500,1
0,25,0,0,0,0,0,0,0,0,0,0,0,1,93,0,0.0,0,110.0,0.0,48931,0,0,0.0,0,,655.0,0.0022480635997629314,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,No debt,<500,0
1,18,0,0,0,0,0,0,0,1,0,1,0,1,2119,1,0.0,1,1424.0,0.0238676250377334,46008,1,0,0.0,0,,,0.03095113893235959,1,,,Very Low (<10%),Target (<36%),3–5%,No debt,2001-2500,0
