No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,FICO_Imputed
1,20,0,0,0,0,0,1,1,0,0,0,0,0,2014,0,2.0,0,196.8,0.0461891040140894,25754,1,1,4229.4,0,,,999
0,23,0,0,0,0,0,1,0,1,1,0,0,0,2729,2,1.0,0,703.0,0.1837507467304174,22710,0,1,15122.0,0,,670.0,670
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1394,1,2.0,0,484.0,0.0664610618811744,23221,1,0,0.0,0,,564.0,564
1,20,0,0,0,0,0,0,1,0,1,0,0,0,2535,3,1.0,1,1556.8000000000002,0.072404982764878,34789,0,1,15486.8,0,,,999
1,18,0,0,1,0,0,0,0,0,0,1,1,0,1691,2,1.0,0,105.6,0.2226584994914042,35151,0,1,10175.2,1,,,999
1,18,0,0,1,0,0,0,1,1,1,1,1,1,857,3,2.0,0,44.0,0.7014951291501814,24030,0,0,0.0,0,,,999
0,21,0,0,1,0,0,0,0,1,0,0,0,0,2562,3,2.0,1,1404.0,0.3711150224740276,48116,0,0,0.0,0,,518.0,518
0,23,0,0,1,0,0,0,0,1,0,1,0,0,2811,3,2.0,0,263.0,0.0259516354521783,42050,0,0,0.0,0,,665.0,665
1,25,0,0,1,0,0,0,1,1,0,1,1,0,1389,3,2.0,1,1617.0,0.3893893492687591,26046,0,0,0.0,1,,,999
0,25,0,0,0,0,0,0,0,0,0,0,1,1,1093,1,1.0,0,590.0,0.332411533129529,29039,0,0,0.0,0,,641.0,641
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1519,0,0.0,0,833.0,0.1417296783720809,44785,0,0,0.0,0,,562.0,562
1,18,0,0,0,0,0,1,0,0,0,0,0,1,2833,2,1.0,0,370.4,0.4122859208599997,24768,0,0,0.0,0,,,999
0,22,0,0,0,0,0,0,0,0,1,0,0,0,2571,1,2.0,0,834.0,0.1661748567786094,32419,1,0,0.0,0,,609.0,609
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2578,3,1.0,1,1664.8000000000002,0.2698701350393854,32287,1,0,0.0,0,,633.0,633
1,22,0,0,0,0,0,0,0,0,0,0,1,1,514,2,2.0,0,492.0,0.1873153249404978,27827,0,0,0.0,0,,,999
0,22,0,0,0,0,0,0,1,0,0,0,1,1,456,1,1.0,0,507.0,0.3296612372241053,48367,0,0,0.0,0,,607.0,607
0,22,0,0,1,0,0,0,1,0,0,0,1,0,742,2,2.0,0,382.0,0.3507238710718841,27927,1,0,0.0,1,50.0,549.0,549
1,19,0,0,0,0,0,0,0,0,1,0,0,0,645,2,2.0,0,246.4,0.3960513798084866,47231,0,1,16493.399999999998,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,0,967,2,0.0,0,294.40000000000003,0.0303327424462803,52609,0,0,0.0,0,,,999
0,25,0,0,0,0,0,0,0,1,0,0,0,1,871,3,0.0,0,370.0,0.3149544866989973,41666,0,0,0.0,1,,600.0,600
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2398,1,1.0,0,8.0,0.4376711107301918,36192,0,0,0.0,0,,,999
1,25,0,0,0,0,0,0,0,0,0,0,0,1,1605,0,2.0,0,969.0,0.166936502345648,32418,0,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,0,1,0,0,1,1199,0,2.0,0,178.0,0.278555181977197,32263,0,0,0.0,0,,519.0,519
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1185,1,2.0,0,752.0,0.1896742350199253,34057,0,0,0.0,0,,553.0,553
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2901,0,1.0,0,525.0,0.3272056716725779,27045,0,0,0.0,0,,,999
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1866,1,0.0,1,964.8,0.0607803946391495,51039,0,1,9506.0,0,,617.0,617
0,25,0,0,0,0,0,0,1,0,0,0,1,0,1294,3,2.0,1,412.0,0.0619294634974471,28537,0,0,0.0,0,,509.0,509
1,24,0,0,0,0,0,1,0,0,1,0,0,0,2664,2,0.0,0,387.0,0.3616205137188296,40820,0,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,1,0,1,0,1,607,1,1.0,0,23.0,0.177727636077477,20382,0,0,0.0,1,,550.0,550
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1722,2,0.0,0,980.0,0.2832597901935284,54746,1,0,0.0,0,,628.0,628
0,18,0,0,0,0,0,1,1,1,0,0,0,1,2681,3,1.0,0,306.40000000000003,0.4032863882607755,18528,0,0,0.0,1,,521.0,521
0,22,0,0,0,0,0,0,0,1,0,0,0,0,463,1,1.0,0,668.0,0.3631121432885448,23800,0,0,0.0,0,,536.0,536
1,21,0,0,0,0,0,0,0,0,0,0,1,0,1289,2,1.0,0,534.4,0.211341260871264,31472,0,1,15096.2,0,,,999
0,21,0,0,1,0,0,1,0,1,1,1,0,0,1167,0,0.0,0,755.2,0.3195381972060808,42519,0,1,11896.5,1,,582.0,582
1,20,0,0,0,0,0,0,0,0,0,0,0,1,1534,2,0.0,0,159.20000000000002,0.1581324414141346,37691,0,1,12061.7,0,,,999
1,18,0,0,0,0,0,0,1,0,1,0,0,0,1005,2,1.0,1,687.2,0.168876111775843,54685,0,0,0.0,0,,,999
0,19,0,0,0,0,0,0,0,0,0,0,0,1,2264,3,2.0,0,329.6,0.2978230025815532,23334,0,1,8905.4,0,,619.0,619
0,24,0,0,0,0,0,0,1,0,0,0,0,0,716,2,0.0,0,966.0,0.0,50875,0,0,0.0,0,,630.0,630
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,2.0,0,149.0,0.3879892440095579,46999,0,1,19488.0,0,,503.0,503
1,18,0,0,0,0,0,1,0,0,0,0,0,1,1639,0,1.0,0,747.2,0.2153348611984252,39404,1,1,2098.6,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2519,3,3.0,0,184.0,0.1252628444803301,45529,0,0,0.0,0,,543.0,543
1,20,0,0,0,0,0,1,1,0,1,0,1,0,1049,3,1.0,0,490.4,0.4175303145521314,46658,1,1,7468.299999999999,0,,,999
1,21,0,0,0,0,0,0,0,0,1,0,0,0,2725,2,0.0,0,202.4,0.5504611758352543,50252,0,1,2366.0,0,,,999
1,25,0,0,0,0,0,0,0,1,0,0,0,0,188,1,1.0,0,470.0,0.1844987949458338,39905,0,1,16353.0,1,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1667,3,1.0,0,705.6,0.3598984485935238,36440,0,0,0.0,0,,,999
1,21,0,0,1,0,0,0,0,1,0,1,0,1,436,2,0.0,0,51.2,0.3305758552354823,39662,0,1,8992.199999999999,1,,,999
1,24,0,0,1,0,0,0,0,1,0,1,0,1,2142,3,3.0,0,314.0,0.2017490341314197,35221,1,0,0.0,0,,,999
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1479,1,1.0,0,15.2,0.7019603467581916,41834,0,1,5163.9,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,0,0,731,0,1.0,0,310.0,0.2919182363000062,26099,0,0,0.0,0,,571.0,571
1,21,0,0,0,0,0,0,0,0,0,0,0,0,657,1,2.0,0,148.0,0.122896849806501,32340,0,1,4086.6,0,,,999
0,22,0,0,0,0,0,0,1,0,0,0,1,0,2935,0,0.0,0,6.0,0.4081793470210457,33389,1,0,0.0,0,,663.0,663
0,18,0,0,0,0,0,0,0,0,0,0,1,0,2932,3,1.0,0,381.6,0.1587464883347705,48667,1,0,0.0,0,,523.0,523
0,20,0,0,0,0,0,0,0,0,0,0,0,0,791,1,1.0,0,448.8,0.3860065406659337,47062,0,1,10652.6,0,,525.0,525
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1178,3,1.0,1,496.0,0.2838763759161071,31070,0,1,12085.5,0,,534.0,534
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1609,2,2.0,0,440.8,0.0902682323996539,47678,1,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2093,2,2.0,1,1392.0,0.2228023950983301,20808,0,1,13444.2,0,,,999
0,23,0,0,1,0,0,0,0,1,0,0,1,0,867,0,0.0,0,143.0,0.1,26981,1,1,17172.0,1,,606.0,606
0,18,0,0,0,0,0,1,0,0,0,0,0,0,483,1,0.0,0,99.2,0.008157132938879,50471,0,0,0.0,0,,676.0,676
1,20,0,0,0,0,0,1,1,0,0,0,0,0,2974,0,2.0,0,395.2000000000001,0.4445123475604213,48846,0,1,11396.7,0,,,999
1,19,0,0,0,0,0,1,1,0,0,0,0,0,1186,3,0.0,0,757.6,0.3371118136759774,47892,1,0,0.0,0,,,999
1,21,0,0,0,0,0,0,0,0,1,0,0,1,1088,3,0.0,0,694.4000000000001,0.2554857545057132,19485,1,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2301,0,0.0,0,532.0,0.0,30904,1,0,0.0,0,,,999
1,21,0,0,1,0,0,0,0,1,0,1,1,1,2138,3,0.0,0,586.4,0.2051130014453476,33503,0,0,0.0,1,,,999
0,24,0,0,0,0,0,0,1,0,0,0,1,0,1973,2,1.0,0,826.0,0.6872459779621876,32407,1,0,0.0,0,,513.0,513
1,24,0,0,0,0,0,1,0,1,0,1,0,0,1384,3,2.0,0,120.0,0.0149867194100824,49600,0,0,0.0,1,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,1,1150,3,0.0,0,108.0,0.5735835754833163,19237,0,1,5930.4,0,,,999
0,21,0,0,0,0,0,0,1,0,0,0,0,1,2180,0,0.0,0,88.0,0.1297355325943101,22136,0,0,0.0,0,,513.0,513
0,24,0,0,0,0,0,0,0,0,0,0,0,0,603,3,0.0,0,370.0,0.686732726381775,22928,0,0,0.0,0,,595.0,595
0,18,0,0,0,0,0,0,0,0,1,0,0,1,243,1,2.0,0,380.0,0.4243169906001138,46540,0,1,15534.4,0,,651.0,651
1,20,0,0,0,0,0,0,0,0,0,0,0,0,59,3,1.0,0,196.8,0.0080593953346263,51396,0,0,0.0,0,,,999
1,25,0,0,0,0,0,1,0,1,1,0,0,0,557,3,0.0,0,165.0,0.0642877756366279,48926,0,0,0.0,1,,,999
1,24,0,0,0,0,0,0,0,1,1,1,0,0,1091,2,1.0,0,687.0,0.107132923535265,37460,0,0,0.0,1,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,1,673,3,1.0,0,744.0,0.4321425961288141,48911,1,0,0.0,0,,659.0,659
1,25,0,0,0,0,0,0,1,0,0,0,0,0,2943,0,2.0,0,727.0,0.140025257638086,31743,0,0,0.0,0,,,999
0,22,0,0,0,0,0,1,0,0,0,0,1,1,457,1,1.0,0,443.0,0.0840516111577812,30648,0,1,20083.0,0,,559.0,559
1,23,0,0,0,0,0,0,1,0,1,0,0,0,960,3,1.0,1,1517.0,0.5507588703086598,25681,0,1,15653.0,0,,,999
1,19,0,0,0,0,0,1,0,0,0,0,0,0,963,2,1.0,0,221.6,0.2836792780225165,19130,0,1,2882.6,0,,,999
0,24,0,0,0,0,0,0,0,0,1,0,0,0,1298,2,1.0,0,829.0,0.2012081267875134,25017,1,0,0.0,0,,522.0,522
0,23,0,0,1,0,0,0,0,1,1,1,1,0,1035,0,1.0,0,930.0,0.1669719261366347,33605,0,1,13013.0,0,,562.0,562
0,19,0,0,1,0,0,0,0,1,1,1,0,1,2063,1,0.0,0,583.2,0.0529554320750731,44167,0,1,4279.099999999999,0,,597.0,597
1,21,0,0,0,0,0,0,0,1,0,0,0,0,2117,1,0.0,0,300.0,0.0415235312072632,29575,0,1,16052.4,0,,,999
1,19,0,0,0,0,0,1,0,0,1,0,0,0,2605,3,2.0,1,588.8000000000001,0.5099789582889924,51953,0,0,0.0,0,,,999
0,24,0,0,0,0,0,0,1,0,0,0,0,0,538,0,1.0,0,777.0,0.1248206604232675,34774,0,0,0.0,0,,669.0,669
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1529,2,1.0,0,375.0,0.713731423710544,33529,0,0,0.0,0,,569.0,569
1,20,0,0,1,0,0,1,1,1,0,1,0,0,1022,1,0.0,0,604.0,0.1054253868771298,46841,1,0,0.0,0,,,999
0,19,0,0,1,0,0,0,0,1,0,0,0,0,1874,1,1.0,0,719.2,0.2597056765550404,22997,0,1,8804.599999999999,1,,622.0,622
0,24,0,0,0,0,0,1,0,0,1,0,1,0,494,1,2.0,0,741.0,0.0,23668,0,0,0.0,0,,561.0,561
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1039,0,2.0,0,508.0,0.1,42648,0,0,0.0,0,,643.0,643
0,23,0,0,0,0,0,1,0,0,0,0,0,0,92,0,0.0,0,211.0,0.3556847831583125,19134,0,0,0.0,0,,543.0,543
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2896,2,1.0,0,432.8,0.1576268114337045,37116,0,0,0.0,0,,625.0,625
1,20,0,0,0,0,0,0,1,0,0,0,1,0,256,1,1.0,1,276.0,0.4364078320458889,35628,0,1,2992.5,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1037,3,2.0,0,302.40000000000003,0.419794516063394,32268,0,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1352,3,1.0,0,680.8000000000001,0.3012068433393711,25272,0,1,2090.2,0,,,999
0,21,0,0,1,0,0,0,0,0,0,0,0,0,2824,0,2.0,0,423.2000000000001,0.1746800473545107,38741,0,0,0.0,1,551.5295436492701,676.0,676
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2608,0,1.0,0,722.4000000000001,0.3375198578072801,24360,0,0,0.0,0,,507.0,507
1,21,0,0,0,0,0,0,0,0,0,0,1,0,1507,0,2.0,0,660.8000000000001,0.1920441417866477,22080,0,0,0.0,0,,,999
0,24,0,0,0,0,0,1,0,0,0,0,1,0,1670,1,1.0,1,1584.0,0.0291633787963553,25387,1,0,0.0,0,,665.0,665
0,18,0,0,0,0,0,1,0,0,0,0,1,0,1794,3,1.0,0,683.2,0.1852170033070153,40415,0,0,0.0,0,,572.0,572
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2421,0,2.0,0,255.2,0.2473454107569683,45161,0,0,0.0,0,,,999
0,24,0,0,0,0,0,0,1,0,0,0,0,1,2859,2,2.0,0,677.0,0.667726946447933,20052,0,0,0.0,0,,523.0,523
0,25,0,0,0,0,0,0,0,0,1,0,0,0,948,0,2.0,0,174.0,0.6660896875541142,20883,0,1,2674.0,0,,561.0,561
0,21,0,0,0,0,0,1,0,1,1,1,0,0,1336,2,2.0,1,1288.8000000000002,0.4748929517171479,18660,1,1,3544.1,0,,550.0,550
1,23,0,0,0,0,0,1,1,1,1,1,0,0,1910,3,0.0,0,251.0,0.3784509507508441,44291,1,1,14369.0,0,,,999
0,24,0,0,0,0,0,0,0,0,0,0,0,1,2312,2,1.0,0,404.0,0.3389352041935164,51550,0,0,0.0,0,,621.0,621
0,20,0,0,0,0,0,0,0,1,1,1,0,0,1338,0,2.0,0,297.6,0.2736014784415264,40631,0,1,6918.099999999999,1,,619.0,619
0,24,0,0,0,0,0,0,1,0,0,0,0,0,416,3,3.0,0,522.0,0.2403527021884773,19740,0,0,0.0,0,,531.0,531
0,21,0,0,0,0,0,1,0,0,1,0,0,0,2497,2,0.0,0,716.0,0.553051272438088,49484,0,0,0.0,0,,568.0,568
1,23,0,0,0,0,0,1,0,0,1,0,0,0,200,3,1.0,1,829.0,0.0,36714,0,1,18811.0,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1856,3,1.0,1,1066.0,0.0,33549,0,1,21497.0,0,,669.0,669
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1774,3,0.0,0,636.0,0.1687524584053581,36018,1,1,10086.3,0,,587.0,587
0,19,0,0,0,0,0,0,1,0,0,0,1,0,1020,2,1.0,0,558.4,0.0,24363,1,0,0.0,0,,585.0,585
1,18,0,0,0,0,0,0,0,0,1,0,0,0,2286,0,2.0,0,17.6,0.0078581586220305,40726,0,1,7867.299999999999,0,,,999
0,21,0,0,0,0,0,0,1,0,0,1,0,1,2753,3,3.0,0,578.4,0.3989995385869451,36535,1,1,1819.3,1,,506.0,506
0,23,0,0,0,0,0,1,1,0,1,0,0,1,2932,3,1.0,1,704.0,0.1965605231153862,18764,0,0,0.0,0,,585.0,585
0,25,0,0,0,0,0,0,0,1,0,0,1,0,174,3,2.0,0,846.0,0.1720088487469862,47811,0,0,0.0,0,,523.0,523
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2365,3,0.0,0,39.0,0.0575016684367178,36377,0,0,0.0,0,,602.0,602
0,22,0,0,1,0,0,0,0,1,0,1,1,0,2337,0,2.0,0,102.0,0.2475446066642676,33383,0,0,0.0,0,,651.0,651
1,19,0,0,1,0,0,0,1,1,0,1,0,0,2418,0,0.0,0,624.0,0.0,41864,1,0,0.0,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2243,3,3.0,0,625.0,0.6625440280273635,36799,0,1,21333.0,0,,542.0,542
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2001,1,1.0,0,997.0,0.1636973060289174,51983,1,0,0.0,0,,597.0,597
0,18,0,0,0,0,0,0,1,0,0,0,0,1,484,0,0.0,1,324.8,0.0246943512663743,48261,0,0,0.0,0,,666.0,666
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1151,1,2.0,0,700.8000000000001,0.3662135920916878,32319,1,1,4011.7,0,,,999
0,25,0,0,0,0,0,0,1,0,0,0,1,0,2731,1,1.0,0,375.0,0.1263514447700348,29656,0,1,7684.0,0,,621.0,621
1,18,0,0,0,0,0,0,1,1,0,0,1,1,2227,0,2.0,0,226.4,0.3438186241046836,35127,0,1,10815.7,0,,,999
0,24,0,0,1,0,0,1,1,1,1,0,1,0,2564,0,0.0,1,1063.0,0.1974384618076553,27947,0,0,0.0,0,,553.0,553
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1884,3,0.0,0,733.0,0.3182284656441592,19444,0,1,9793.0,0,,566.0,566
1,25,0,0,0,0,0,0,0,0,1,0,0,0,883,0,1.0,0,306.0,0.3002768515190508,30121,0,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,0,0,0,0,1,468,0,0.0,0,119.0,0.132167425441832,32350,0,0,0.0,0,,653.0,653
0,18,0,0,0,0,0,0,0,0,1,0,0,0,125,0,1.0,0,624.8000000000001,0.0,38674,0,1,16757.3,0,,671.0,671
1,18,0,0,0,0,0,0,0,0,0,0,0,0,980,1,0.0,0,386.4,0.2760049632683304,51958,0,1,17054.1,0,,,999
0,23,0,0,0,0,0,0,0,0,0,0,0,1,1834,0,2.0,0,58.0,0.2203530532362423,36411,0,0,0.0,0,,579.0,579
1,24,0,0,0,0,0,0,0,0,1,0,1,0,1330,0,0.0,0,836.0,0.3887383851583249,25446,0,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,1,2611,1,1.0,0,484.0,0.1785821217430159,26000,0,0,0.0,0,,,999
0,21,0,0,1,0,0,0,0,1,0,1,0,0,2141,0,2.0,0,368.0,0.634870519063396,50839,1,1,1894.2,1,,575.0,575
0,24,0,0,0,0,0,0,0,0,0,0,0,1,1290,0,2.0,0,229.0,0.4223991319307572,39556,0,0,0.0,0,,591.0,591
1,20,0,0,0,0,0,0,1,0,0,0,0,1,619,3,1.0,0,764.8000000000001,0.3136773002185362,35175,0,1,14447.3,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,1,1,175,0,2.0,0,427.2000000000001,0.2382750995688001,37422,1,0,0.0,0,,,999
1,23,0,0,0,0,0,0,0,0,0,0,0,0,366,2,2.0,0,985.0,0.0431926736194942,37947,0,0,0.0,0,,,999
0,24,0,0,0,0,0,0,1,0,0,0,0,1,800,0,2.0,0,210.0,0.4621703355854119,32501,0,0,0.0,0,,508.0,508
1,24,0,0,0,0,0,0,1,0,1,0,0,0,2613,0,1.0,0,992.0,0.1692726450163591,36847,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,1,0,0,0,1156,0,2.0,0,384.8,0.391553118159247,22477,0,0,0.0,0,,,999
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1755,2,0.0,0,659.2,0.0,19093,0,1,15056.999999999998,0,,550.0,550
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2114,0,1.0,0,716.0,0.6829804494254678,43801,0,1,22502.0,0,,511.0,511
0,20,0,0,0,0,0,0,1,0,1,0,0,0,947,3,2.0,0,47.2,0.6042463430754729,48740,0,0,0.0,0,,593.0,593
1,19,0,0,0,0,0,1,1,0,1,0,0,0,1799,1,2.0,0,172.0,0.3370312108026359,23659,1,0,0.0,0,,,999
0,22,0,0,0,0,0,0,0,1,0,0,1,0,1277,1,1.0,1,1504.0,0.4401927396175522,31149,0,0,0.0,0,,540.0,540
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0.0,0,230.4,0.4489160356303799,40013,0,0,0.0,0,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1861,1,1.0,1,963.2,0.334875127151543,39415,0,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,1,141,3,1.0,1,120.8,0.3567458143651449,30015,1,1,7144.9,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2642,2,0.0,0,364.8,0.3857830599437852,53539,0,1,8438.5,0,,,999
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1272,2,0.0,0,729.6,0.3369266897272166,43433,0,1,12516.0,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,1,2320,0,1.0,0,790.0,0.4555698266234044,47952,0,1,16388.0,0,,533.0,533
1,18,0,0,0,0,0,1,0,0,0,0,0,0,1828,1,2.0,0,476.0,0.5220386774410124,39052,0,1,14113.4,0,,,999
1,22,0,0,1,0,0,0,0,1,1,1,0,0,2571,3,2.0,0,521.0,0.2306575829913675,23309,0,1,14135.0,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2492,2,2.0,0,874.0,0.3492309998996057,28767,0,1,16053.0,0,,558.0,558
0,24,0,0,0,0,0,1,1,0,1,0,0,0,2799,0,0.0,0,924.0,0.4019112520934076,50711,0,0,0.0,0,,579.0,579
0,22,0,0,1,0,0,0,1,1,0,0,0,1,1765,2,1.0,0,882.0,0.240302971746349,19705,0,1,16535.0,1,666.796699085284,567.0,567
0,22,0,0,0,0,0,0,0,0,0,0,1,1,2008,0,1.0,0,8.0,0.2391462672038126,33375,1,0,0.0,0,,516.0,516
0,22,0,0,1,0,0,0,0,1,0,0,1,0,399,3,1.0,0,822.0,0.2843421886036218,51900,0,0,0.0,1,,525.0,525
1,18,0,0,1,0,0,0,1,0,0,1,1,0,1238,3,2.0,1,682.4000000000001,0.0917812582144912,31259,0,0,0.0,0,,,999
0,25,0,0,1,0,0,0,0,1,0,0,0,1,796,0,0.0,1,1042.0,0.4203576859664695,54075,0,0,0.0,1,,541.0,541
0,24,0,0,0,0,0,1,0,0,1,0,1,1,152,3,0.0,0,471.0,0.4330717979146276,47055,1,1,2885.0,0,,620.0,620
0,24,0,0,0,0,0,0,0,1,0,1,0,0,2542,0,1.0,0,592.0,0.3889862767676462,23765,0,0,0.0,0,,643.0,643
1,18,0,0,0,0,0,0,0,0,0,0,0,1,566,1,1.0,0,599.2,0.325113231564251,28216,1,1,2868.6,0,,,999
0,24,0,0,1,0,0,0,0,1,0,1,0,0,1172,2,0.0,0,280.0,0.1142317309675365,52712,0,0,0.0,1,,659.0,659
1,18,0,0,1,0,0,1,0,1,0,0,0,0,2442,1,1.0,0,725.6,0.3106949960515411,20090,0,0,0.0,0,,,999
0,20,0,0,0,0,0,1,0,1,0,0,0,0,2064,0,0.0,0,682.4000000000001,0.0,51572,0,1,9321.2,1,,639.0,639
0,20,0,0,0,0,0,0,0,0,0,0,0,0,2426,1,1.0,0,336.0,0.1052748630725089,52435,0,0,0.0,0,,589.0,589
0,20,0,0,0,0,0,0,1,0,0,0,1,0,2479,0,0.0,0,307.20000000000005,0.2041193484002925,21950,0,0,0.0,0,,645.0,645
1,18,0,0,0,0,0,1,1,0,0,0,0,0,2694,1,2.0,0,97.6,0.5949705772092995,44156,1,1,5535.599999999999,0,,,999
1,19,0,0,0,0,0,0,1,0,0,0,0,0,2419,0,2.0,0,152.8,0.2387121564858282,26204,0,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2140,3,1.0,1,88.0,0.1644331928055702,23538,0,1,15743.0,0,,503.0,503
1,21,0,0,1,0,0,0,0,1,0,0,0,0,2792,1,0.0,0,440.0,0.1348587842573662,25284,0,0,0.0,1,,,999
0,18,0,0,0,0,0,0,1,1,0,0,0,0,164,0,0.0,0,268.0,0.1571702634588547,44777,0,1,1976.8,0,,573.0,573
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,2.0,0,706.4000000000001,0.274292990244777,47516,0,0,0.0,0,,,999
0,23,0,0,0,0,0,0,1,0,0,0,1,0,1391,0,0.0,0,467.0,0.0,46230,0,0,0.0,0,,668.0,668
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1953,3,2.0,0,262.40000000000003,0.5797723965987469,40702,0,1,11000.5,0,,578.0,578
0,23,0,0,0,0,0,0,1,0,0,1,1,0,1774,2,2.0,1,991.0,0.5162430199219796,49102,0,1,11476.0,1,,580.0,580
0,23,0,0,0,0,0,1,1,0,0,0,0,1,72,3,0.0,0,252.0,0.5673937840539225,42807,0,1,11325.0,0,,661.0,661
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1693,3,1.0,0,745.0,0.2534924388327692,44428,0,0,0.0,0,,,999
0,19,0,0,1,0,0,0,0,1,0,0,0,0,1552,2,1.0,0,704.0,0.4236732939575424,18929,1,1,12491.5,1,,560.0,560
1,19,0,0,0,0,0,0,0,0,1,0,0,0,320,1,2.0,0,759.2,0.2103124922498659,44347,1,1,12576.2,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,1,1,455,3,0.0,0,366.0,0.41677363318236,30470,0,1,21408.0,0,,651.0,651
0,22,0,0,0,0,0,0,0,0,0,0,1,0,672,2,1.0,0,97.0,0.3367536979202367,44012,0,0,0.0,0,,664.0,664
0,25,0,0,0,0,0,0,1,0,0,0,1,0,2520,3,2.0,0,130.0,0.158988294534546,37348,0,0,0.0,0,,523.0,523
0,21,0,0,0,0,0,1,0,0,1,0,1,1,2641,3,2.0,0,641.6,0.0090297328955967,26623,0,1,9346.4,0,,509.0,509
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2412,0,2.0,0,365.0,0.1235012405518347,25358,0,0,0.0,0,,503.0,503
0,20,0,0,0,0,0,0,0,0,0,0,1,0,1363,2,0.0,0,676.8000000000001,0.2449207817912986,18633,0,1,5940.9,0,,604.0,604
1,23,0,0,0,0,0,1,0,0,0,0,0,0,775,3,1.0,0,257.0,0.2670189734181142,54744,0,1,8094.0,0,,,999
1,18,0,0,1,0,0,0,0,1,0,1,0,0,143,2,0.0,0,646.4000000000001,0.1344224016721624,51635,1,0,0.0,1,,,999
0,23,0,0,1,0,0,0,0,1,0,0,1,0,1285,1,0.0,0,643.0,0.0,21122,0,0,0.0,0,,553.0,553
0,21,0,0,1,0,0,0,0,1,0,1,0,0,2705,1,0.0,0,759.2,0.2261633947101994,32684,1,1,2468.9,0,,614.0,614
1,18,0,0,1,0,0,0,0,1,0,0,0,1,555,2,2.0,0,464.0,0.4882120500863495,20433,0,1,13893.6,0,,,999
